code,name,description,refreshed_at,from_date,to_date
BAXM2018,"Three-Month Canadian Bankers' Acceptance Futures, June 2018 (BAXM2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, June 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-06-19 21:12:39,2015-06-16,2018-06-18
BAXM2019,"Three-Month Canadian Bankers' Acceptance Futures, June 2019 (BAXM2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, June 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-06-17 21:09:33,2016-06-14,2019-06-14
BAXM2020,"Three-Month Canadian Bankers' Acceptance Futures, June 2020 (BAXM2020)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, June 2020. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2017-06-20,2020-03-25
BAXM2021,"Three-Month Canadian Bankers' Acceptance Futures, June 2021 (BAXM2021)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, June 2021. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2018-10-17,2020-03-25
BAXM2022,"Three-Month Canadian Bankers' Acceptance Futures, June 2022 (BAXM2022)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, June 2022. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2020-03-26 11:09:24,2019-06-18,2020-03-25
BAXN2009,"Three-Month Canadian Bankers' Acceptance Futures, July 2009 (BAXN2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:34,2009-04-13,2009-07-13
BAXN2010,"Three-Month Canadian Bankers' Acceptance Futures, July 2010 (BAXN2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:19:42,2010-04-20,2010-07-19
BAXN2011,"Three-Month Canadian Bankers' Acceptance Futures, July 2011 (BAXN2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:17:33,2011-04-19,2011-07-18
BAXN2012,"Three-Month Canadian Bankers' Acceptance Futures, July 2012 (BAXN2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:04:28,2012-04-17,2012-07-16
BAXN2013,"Three-Month Canadian Bankers' Acceptance Futures, July 2013 (BAXN2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 04:59:50,2013-04-16,2013-07-15
BAXN2014,"Three-Month Canadian Bankers' Acceptance Futures, July 2014 (BAXN2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-07-16 00:07:19,2014-05-06,2014-07-14
BAXN2015,"Three-Month Canadian Bankers' Acceptance Futures, July 2015 (BAXN2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-07-14 21:13:35,2015-04-14,2015-07-13
BAXN2016,"Three-Month Canadian Bankers' Acceptance Futures, July 2016 (BAXN2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-07-19 21:14:02,2016-04-19,2016-07-18
BAXN2017,"Three-Month Canadian Bankers' Acceptance Futures, July 2017 (BAXN2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-07-18 21:13:59,2017-04-17,2017-07-17
BAXN2018,"Three-Month Canadian Bankers' Acceptance Futures, July 2018 (BAXN2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-07-17 21:11:51,2018-04-17,2018-07-16
BAXN2019,"Three-Month Canadian Bankers' Acceptance Futures, July 2019 (BAXN2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, July 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-07-16 21:09:23,2019-04-16,2019-07-15
BAXQ2009,"Three-Month Canadian Bankers' Acceptance Futures, August 2009 (BAXQ2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:13,2009-05-19,2009-08-17
BAXQ2010,"Three-Month Canadian Bankers' Acceptance Futures, August 2010 (BAXQ2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:21:11,2010-05-18,2010-08-16
BAXQ2011,"Three-Month Canadian Bankers' Acceptance Futures, August 2011 (BAXQ2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:19:48,2011-05-17,2011-08-15
BAXQ2012,"Three-Month Canadian Bankers' Acceptance Futures, August 2012 (BAXQ2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:04:56,2012-05-15,2012-08-13
BAXQ2013,"Three-Month Canadian Bankers' Acceptance Futures, August 2013 (BAXQ2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 04:59:59,2013-05-14,2013-08-19
BAXQ2014,"Three-Month Canadian Bankers' Acceptance Futures, August 2014 (BAXQ2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-08-20 00:08:54,2014-06-02,2014-08-18
BAXQ2015,"Three-Month Canadian Bankers' Acceptance Futures, August 2015 (BAXQ2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-08-18 21:17:28,2015-05-19,2015-08-17
BAXQ2016,"Three-Month Canadian Bankers' Acceptance Futures, August 2016 (BAXQ2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-08-16 21:14:44,2016-05-17,2016-08-15
BAXQ2017,"Three-Month Canadian Bankers' Acceptance Futures, August 2017 (BAXQ2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-08-15 21:10:51,2017-05-16,2017-08-14
BAXQ2018,"Three-Month Canadian Bankers' Acceptance Futures, August 2018 (BAXQ2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-08-14 21:14:10,2018-05-15,2018-08-13
BAXQ2019,"Three-Month Canadian Bankers' Acceptance Futures, August 2019 (BAXQ2019)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, August 2019. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2019-08-20 21:09:42,2019-05-14,2019-08-19
BAXU2009,"Three-Month Canadian Bankers' Acceptance Futures, September 2009 (BAXU2009)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2009. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:20:12,2009-01-02,2009-09-14
BAXU2010,"Three-Month Canadian Bankers' Acceptance Futures, September 2010 (BAXU2010)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2010. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:20:36,2009-01-02,2010-09-13
BAXU2011,"Three-Month Canadian Bankers' Acceptance Futures, September 2011 (BAXU2011)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2011. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:16:58,2009-01-02,2011-09-19
BAXU2012,"Three-Month Canadian Bankers' Acceptance Futures, September 2012 (BAXU2012)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2012. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:03:11,2009-09-15,2012-09-17
BAXU2013,"Three-Month Canadian Bankers' Acceptance Futures, September 2013 (BAXU2013)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2013. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2013-12-28 07:04:09,2010-09-14,2013-09-16
BAXU2014,"Three-Month Canadian Bankers' Acceptance Futures, September 2014 (BAXU2014)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2014. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2014-09-17 01:12:48,2011-09-20,2014-09-15
BAXU2015,"Three-Month Canadian Bankers' Acceptance Futures, September 2015 (BAXU2015)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2015. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2015-09-15 21:13:16,2012-09-18,2015-09-14
BAXU2016,"Three-Month Canadian Bankers' Acceptance Futures, September 2016 (BAXU2016)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2016. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2016-09-20 21:13:49,2013-09-17,2016-09-19
BAXU2017,"Three-Month Canadian Bankers' Acceptance Futures, September 2017 (BAXU2017)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2017. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2017-09-19 21:09:18,2014-09-16,2017-09-18
BAXU2018,"Three-Month Canadian Bankers' Acceptance Futures, September 2018 (BAXU2018)","MX Futures Price for Three-Month Canadian Bankers' Acceptance Futures, September 2018. Trading unit: C$1,000,000 nominal value of Canadian bankers' acceptance with a three-month maturity. Price quotation: Index: 100 minus the annualized yield of a Three-Month Canadian Bankers' Acceptance.",2018-09-18 21:12:47,2015-09-15,2018-09-17
